name,genre,length,tempo,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_var,mfcc2_var,mfcc3_var,mfcc4_var,mfcc5_var,mfcc6_var,mfcc7_var,mfcc8_var,mfcc9_var,mfcc10_var,mfcc11_var,mfcc12_var,mfcc13_var,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,rms_mean,rms_var,mel_mean,mel_var,contrast_mean,contrast_var,tonnetz_mean,tonnetz_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var
classical_00076,classical,30,117.4538352,-238.59631,149.78308,-28.872143,28.239666,-0.80140436,-3.9247715,-2.135668,-4.334019,-4.1872807,-3.438998,-5.7715425,-0.12075097,2.51998,5468.7026,564.0579,175.55028,78.975365,64.50698,29.746687,32.924644,29.281063,32.86356,34.518967,53.985504,84.16757,98.62433,0.26045904,0.08405521,1340.368611,71559.98208,1539.119153,49803.31185,2522.134749,259195.5467,0.071713474,0.00051327,0.05884206,0.001409412,1.0964589,81.79758,20.39358598,18.79457454,0.02214495,0.026721556,-5.20E-05,0.004134611,-0.000104454,0.000149073
classical_00077,classical,30,161.4990234,-477.97784,155.31071,12.760653,5.525207,2.3770728,-10.652258,-16.648241,-12.547405,-11.190111,-9.378249,-3.21803,-2.767349,-6.4684463,8595.817,1507.6683,801.0038,229.94444,96.00941,118.021385,82.82526,105.59826,172.66837,131.95593,66.12176,119.8088,90.35783,0.21903363,0.08455374,811.9966755,50399.09342,1009.409531,74436.57396,1236.309191,263469.3362,0.048344757,0.000254197,0.016752148,0.000314444,0.14041488,1.7521205,20.79475358,34.58962378,0.005797826,0.044234715,-2.18E-05,0.000499116,-3.53E-05,1.35E-05
classical_00078,classical,30,135.9991776,-552.1063,173.36296,26.35445,14.122476,7.259276,-7.084969,-5.859201,-10.342717,-11.022791,-9.200838,-8.827268,-4.9302998,-3.6547005,1646.9425,668.7209,200.92084,71.42247,46.244358,55.362675,56.497574,35.893715,59.96216,53.86517,74.35985,100.1292,62.625824,0.22515063,0.083975755,715.4772961,43925.97143,1030.602431,80004.22561,1037.702058,305875.0471,0.041293401,0.000110461,0.006631079,1.94E-05,0.014998625,0.041457962,19.82540637,26.94970713,0.027093334,0.047205646,-2.27E-05,5.67E-05,-3.56E-05,1.35E-06
classical_00079,classical,30,107.6660156,-437.52524,170.9714,7.386171,-3.108705,0.77730143,-11.135056,-12.523807,-6.900927,-5.8500524,-8.455719,-8.472509,-8.329373,-7.3738,4077.4954,823.4168,659.63586,126.46305,137.47354,131.41968,122.437836,111.21425,193.90236,126.53367,159.23375,216.94858,126.04992,0.21772772,0.08524813,790.4782247,32402.86362,899.9797792,44001.97922,1159.401323,142766.8564,0.052112308,0.000364248,0.01884352,0.000145234,0.11551087,1.3693838,20.25663468,29.91197231,-0.024678402,0.02836644,-1.18E-05,0.000422799,-4.26E-05,1.39E-05
classical_00080,classical,30,123.046875,-549.6238,156.95288,6.6107097,34.415283,13.258632,5.755012,5.051405,-3.0009751,2.0665762,3.0773385,2.016796,3.2401438,5.666261,7729.442,1521.9211,545.0766,74.96007,64.60869,71.29103,81.44603,74.180046,53.49264,30.613949,42.94745,30.58095,17.284216,0.43804654,0.094124034,973.5547962,94253.40111,1617.435431,207389.0334,1911.313443,1051828.018,0.031537602,0.000126447,0.005269666,2.97E-05,0.013527907,0.01853805,16.90747027,18.65031734,0.024559249,0.018752296,-9.04E-06,4.95E-05,-1.38E-05,1.21E-06
classical_00081,classical,30,143.5546875,-374.73544,153.82092,-21.55533,20.830206,7.003569,-3.9481635,-2.5215898,-2.8035054,-4.2827654,-4.499873,-5.7614007,-4.259625,-3.8435428,3095.5068,587.79297,226.22012,93.81006,67.85693,68.81,102.119316,61.25272,67.28491,59.156425,49.232372,35.578857,48.752247,0.26684132,0.08422946,1214.334547,83239.91893,1540.292853,54813.95165,2164.428579,319374.5628,0.060558969,0.000433777,0.016512703,4.91E-05,0.072406605,0.23261164,20.72281907,20.79330168,-0.024833846,0.030832272,-3.25E-06,0.000282427,-2.04E-05,7.35E-06
classical_00082,classical,30,112.3471467,-264.05682,142.12021,-51.35426,5.0189214,-20.266205,-17.137808,-16.06992,-20.311367,-15.042228,-9.738147,-8.402028,-11.775308,-6.8804574,2923.8708,1096.1339,347.5602,118.5859,127.87362,93.00064,92.861664,81.32806,105.743034,68.352684,68.667435,120.68212,79.645996,0.28271675,0.083123475,1415.311188,118948.3427,1449.108896,65644.73849,2489.984943,434226.103,0.08737929,0.000971854,0.04296314,0.000217926,0.44059342,5.4211717,22.62366253,23.59069018,0.020403048,0.036549823,-8.34E-06,0.00174654,-3.25E-06,6.17E-05
classical_00083,classical,30,123.046875,-338.7873,190.10437,-16.304815,3.704449,-0.44790432,-8.884474,-10.400301,-16.36604,-13.285849,-10.799826,-8.649679,-8.285074,-4.6188025,3838.1123,452.12228,679.1606,142.79118,94.30797,49.598637,37.94509,53.89563,36.434273,54.786377,46.265923,56.024307,41.41272,0.24464235,0.08236683,853.440482,21383.83577,998.6102747,28254.18031,1401.899856,98918.54002,0.050792966,0.000116766,0.041872445,0.000471982,0.51926595,19.170357,22.25408879,25.66789782,0.086680436,0.070084447,-3.81E-06,0.002074524,-5.45E-06,1.91E-05
classical_00084,classical,30,112.3471467,-369.13687,171.89467,-27.26967,6.0176673,-0.14046438,-10.669235,-11.915658,-10.193319,-11.368732,-10.511279,-8.377622,-9.789241,-5.0547614,5788.299,226.92067,577.9719,173.99934,277.80853,114.73089,76.6745,47.09552,60.89887,44.04306,36.47949,41.138405,45.377193,0.24545789,0.080138735,1002.364443,25211.53213,1152.462682,23937.35072,1733.689517,97639.49473,0.057948251,0.000178562,0.021968717,0.000193933,0.15632395,1.5615984,21.2461538,22.95564687,0.051724793,0.042667772,-5.50E-06,0.000493126,-1.64E-06,5.86E-05
classical_00085,classical,30,107.6660156,-246.21837,149.44388,-41.973816,11.606411,-10.287585,-4.0184045,-7.1389446,-10.137027,-9.425965,-7.1766233,-3.1531363,-5.6295013,-2.5816011,5847.719,1479.1447,240.65868,97.40813,61.160755,57.145958,45.8366,68.06353,63.528976,61.723656,77.81263,61.31371,94.07569,0.30964005,0.07846122,1525.601267,211546.6562,1588.161024,199369.9815,2732.875141,965715.1822,0.091587882,0.000849926,0.038878046,0.000406051,0.4103064,3.4446225,19.06107781,18.19029393,0.035149886,0.020485996,-6.71E-07,0.001152114,-6.89E-06,0.000200362
classical_00086,classical,30,99.38401442,-283.4352,159.55325,-29.518972,18.540627,-9.879667,-3.4205968,-10.990983,-9.78434,-8.296976,-4.24283,-2.8664072,-5.969815,-4.0209274,5395.356,1287.5406,164.67859,101.00734,112.43903,51.78403,44.131084,43.335552,35.59005,43.270935,53.98547,61.98937,62.507534,0.31213167,0.08149776,1356.517262,220804.6847,1495.192128,165594.0049,2496.868235,1054629.729,0.076861213,0.001008528,0.031511255,0.000357286,0.29790896,3.6981382,19.50158844,18.52145422,-0.003598835,0.020680823,-1.46E-06,0.000734133,-6.67E-06,0.000187108
classical_00087,classical,30,123.046875,-393.0342,190.77562,-13.312164,8.263633,1.5518675,-11.080791,-11.244869,-13.998271,-10.6206875,-9.390383,-4.6135573,-10.067735,-4.815257,5062.973,382.81015,589.2217,77.20023,66.58989,53.965897,43.910175,34.28404,48.66541,42.032272,52.055588,58.37226,52.209297,0.27444813,0.08343317,876.9626952,32611.86662,1108.692091,53130.34037,1457.291188,202361.9927,0.051046555,0.000158197,0.021436756,0.000126316,0.13623874,0.93008935,21.14724886,22.90885219,0.061507189,0.044864832,-3.82E-06,0.000506197,-5.44E-06,1.24E-05
classical_00088,classical,30,107.6660156,-299.7918,157.32382,-37.35202,15.766813,-5.756936,-4.454066,-6.8151817,-10.736592,-9.884846,-8.157444,-5.422234,-7.8400235,-2.730619,4947.733,331.75192,195.30606,85.48261,84.715996,56.0235,39.134075,40.99635,47.815388,57.24659,42.320786,51.688046,43.117775,0.29419056,0.084685154,1302.904596,64383.84956,1455.721729,49176.19325,2347.302473,298620.9805,0.070536233,0.000395393,0.028229875,0.000231541,0.22922269,3.1788886,19.46351521,17.86011274,-0.002355945,0.020727374,-2.52E-06,0.00071729,-3.78E-06,8.46E-05
classical_00089,classical,30,99.38401442,-301.92847,57.542442,-59.13327,33.542343,-20.912107,17.741282,-0.6430504,49.023754,19.13011,27.098505,-17.633902,-0.26254943,-3.7518342,2619.3757,819.7811,253.68788,82.10301,72.28712,85.08117,194.60187,385.2877,237.26169,353.88858,590.56946,250.04373,289.5667,0.21732555,0.087880865,2423.399228,118956.2882,1884.746703,20029.26629,4296.815684,374753.8058,0.166686445,0.001124756,0.03511974,0.000222402,0.23472644,2.2010698,24.39384233,78.46215655,0.02929215,0.016052093,-0.000788692,0.001266342,-0.000328792,4.54E-05
classical_00090,classical,30,117.4538352,-326.31674,85.90871,-42.98692,31.837812,-19.576056,9.992609,-16.461275,10.00038,-8.5993595,25.513212,6.5387473,16.400179,3.502858,1251.9402,337.89285,170.44962,66.99159,81.069305,52.433285,56.443947,54.887512,81.47487,165.81862,128.04018,173.02638,193.7779,0.21933526,0.086256914,2172.514739,132960.0828,1883.380392,41802.72742,4066.958741,508045.9011,0.151986231,0.001956377,0.023853911,0.000107342,0.12939268,1.1381813,25.98075003,44.59149058,-0.011125127,0.029996764,-0.000916472,0.000641534,-0.000212563,6.68E-06
classical_00091,classical,30,143.5546875,-251.3183,88.73775,-41.7524,37.908646,-12.024274,21.6241,-5.8539314,25.719711,-5.185972,14.301182,-7.5509515,10.46478,-4.928893,3221.049,229.38359,144.58717,65.925186,112.45356,79.78429,128.92603,132.80135,213.27121,207.8039,243.39415,217.75464,235.02484,0.22580075,0.08608385,2192.705779,128993.7865,1912.037943,27682.17255,4066.492077,389989.2383,0.152437854,0.002070954,0.04471866,0.000394844,0.42451018,11.497418,25.77363541,52.39602895,0.00898342,0.036732992,-0.000632119,0.002079293,-0.000485008,7.08E-05
classical_00092,classical,30,129.1992188,-299.71262,103.67624,-27.657274,51.028343,12.279658,16.508785,-10.941355,-0.8949314,3.8351665,12.960478,-12.398091,2.464723,5.178436,5248.2354,657.1336,288.45425,109.594666,147.33148,69.59875,95.61293,127.120674,318.72025,214.73016,346.51218,266.0531,231.91312,0.1811293,0.08848907,1807.430914,221962.7796,1438.824668,51230.01205,3072.531421,641720.85,0.130958014,0.003378048,0.08413399,0.001441718,1.271515,159.02547,25.33063876,59.37698153,0.071523745,0.045013833,-0.00058217,0.008186897,-0.000535653,6.59E-05
classical_00093,classical,30,135.9991776,-207.37747,117.60778,-41.404255,13.253087,-1.6882399,15.532319,-10.36277,-1.8636898,-12.762173,7.0103326,-0.78136885,2.0718129,-8.264468,1670.1836,212.77985,546.6679,155.59552,69.231705,106.660385,160.26979,141.67612,96.08225,128.13197,209.90186,160.10277,185.84773,0.2269671,0.08873001,1623.829998,47688.14669,1551.481235,78973.05987,2732.100146,294518.0384,0.108258227,0.000862778,0.08248694,0.001793925,1.6428713,410.68073,23.79454542,49.72764517,0.039255726,0.018766729,-0.00069939,0.006958741,-0.000447505,0.000392846
classical_00094,classical,30,123.046875,-385.7943,128.62302,-26.731682,39.48326,-2.1734617,16.760435,-5.7341957,14.724416,-3.090663,12.3112545,-5.892707,2.792582,3.6800177,9370.5205,408.0102,453.49713,116.46515,173.32143,60.71835,127.46747,71.86254,124.26476,81.6106,100.71489,93.04651,115.72557,0.3689322,0.09042771,1424.10185,106669.6446,1697.020708,49078.61179,2927.490631,490576.4523,0.070154905,0.001233869,0.013991359,8.11E-05,0.06066298,0.24613921,21.65802931,29.51934214,0.040420756,0.032439793,-0.000859048,0.000244208,-0.000425814,4.96E-06
classical_00095,classical,30,117.4538352,-422.60803,89.84974,-18.716208,37.78641,6.01675,4.1617336,-1.9914651,12.111292,4.1678967,13.7912655,2.829686,5.8862886,6.122228,6855.3496,1013.7499,438.13806,108.9054,139.24797,79.46143,106.13329,123.32928,129.48561,148.80559,84.45614,106.034225,248.07909,0.22755928,0.08823324,1800.638319,285308.1916,1780.902187,62949.68992,3426.437614,864825.8307,0.124357147,0.00385614,0.013563803,0.000229491,0.09027477,1.6228441,24.09729621,41.17622979,-0.002277696,0.019842962,-0.001036724,0.000344209,-0.000242299,1.40E-05
classical_00096,classical,30,135.9991776,-203.61938,111.205956,-51.536655,39.485825,-10.562026,11.9137125,-13.181607,15.123319,-7.2917,13.3770485,-7.313064,3.8404088,-3.7820063,3763.504,948.39185,173.68427,64.97091,130.28293,64.08245,97.08682,107.80027,72.421974,115.56018,67.2144,109.56846,87.82012,0.29303515,0.082840554,1932.837172,191479.2138,1740.233465,27335.8368,3573.161727,453510.5329,0.117520453,0.002381334,0.05697671,0.0007864,0.8114944,36.7523,22.34631424,52.66692589,0.002953431,0.034714169,-0.0007174,0.003014506,-0.000699253,0.000299357
classical_00097,classical,30,103.359375,-280.7256,122.72235,-14.398866,26.855799,1.3519739,5.9942274,-13.104071,3.3753622,-11.5543375,5.1937947,-1.0517687,2.7634668,0.06284391,1130.3522,230.00793,169.56026,37.550934,62.88182,50.331993,67.24378,108.36004,80.09638,72.15063,146.39662,129.98788,122.81366,0.22232275,0.08326713,1494.140564,92267.40561,1670.8326,31677.17828,2781.174849,339072.3979,0.085921249,0.000916834,0.036704183,0.000464494,0.40270066,49.773434,23.31479466,50.40294864,0.047853608,0.023864771,-0.000618487,0.001596486,-0.000521478,3.28E-05
classical_00098,classical,30,95.703125,-287.521,101.737946,-35.369,41.282764,-12.745122,17.284992,-13.978298,16.311884,-5.5990286,13.664283,-8.790593,-0.057105947,-13.769376,4978.1475,304.9912,212.75769,56.05609,128.15903,53.4817,100.46685,62.27668,75.24533,83.82726,150.45963,71.32221,128.3364,0.28997293,0.08878122,1953.012399,166052.3956,1865.851544,22525.65831,3780.543806,447106.2684,0.123492451,0.002210868,0.029099641,0.000331959,0.21166326,2.5028245,23.25707706,48.71492212,0.009646143,0.020496322,-0.00073005,0.000996388,-0.000388501,4.11E-05
classical_00099,classical,30,117.4538352,-378.73932,126.49873,-18.81513,42.87581,-14.305189,25.342688,-14.64103,18.70429,-10.188719,21.10809,4.4370375,18.225647,-10.274281,490.2618,156.80084,35.574623,34.34207,56.96587,37.406826,31.418755,39.429657,77.68007,63.35282,36.403946,65.96274,53.423218,0.33388892,0.07868727,1524.898712,46745.48226,1868.928796,21502.41727,3325.104894,346898.3327,0.080683186,0.000405878,0.010497971,4.28E-06,0.024726916,0.012132197,22.91271858,28.06987515,0.026731066,0.018708545,-0.000615931,9.22E-05,-0.000470086,3.69E-06
country_00000,country,30,161.4990234,-23.184359,70.25887,3.8189116,28.329025,13.76447,5.725915,3.9781454,7.4515567,2.6495175,8.495177,-2.2885163,2.0798767,-3.3781197,1017.44836,340.23297,236.36308,135.61676,111.2569,107.63685,86.00229,63.313732,61.08912,72.37263,73.146,41.93127,62.730747,0.38354596,0.08120987,2797.969871,355704.7012,2847.65747,105967.6575,6220.629051,1801706.681,0.107137296,0.001754532,0.24838431,0.000713247,13.423418,5828.9346,19.80792197,17.05870338,-0.02605676,0.028013009,-0.000136865,0.048915405,-0.001247726,0.004804716
country_00001,country,30,129.1992188,-8.001198,62.728,-1.4580808,28.115849,9.9723625,9.353736,5.420156,9.825023,3.0283053,8.426978,0.31103766,6.545156,0.7390595,360.50745,93.17829,148.33769,60.726902,73.608116,106.510605,49.54884,53.33194,60.79453,54.819683,48.333443,38.091114,31.048208,0.41387543,0.079302534,2937.832805,101801.373,2839.590747,41011.51509,6279.203697,626566.9615,0.126987516,0.000877459,0.23043084,0.000451829,11.18456,3191.1448,18.46030555,16.81033678,-0.002945336,0.009295925,-6.19E-05,0.037926737,-0.00137171,0.005514462
country_00002,country,30,161.4990234,-120.72672,79.31613,5.453445,34.812138,16.550337,13.152538,6.2395873,9.984545,-1.9874374,6.7651973,-6.290685,0.27700412,-6.7018785,1686.3235,448.62238,351.1028,187.79056,100.041115,84.32723,65.787994,55.02258,92.27662,61.697186,50.167606,52.75618,63.64689,0.29724705,0.097283155,2307.539758,551137.9675,2618.09524,100263.6298,5187.343633,1770711.876,0.074133717,0.003980829,0.14610802,0.001545129,5.113989,976.94196,18.84889545,16.47730256,0.014237361,0.019750207,-0.000230473,0.015646305,-0.001197194,0.003000549
country_00003,country,29.99582766,161.4990234,-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.9898583,-0.18847118,7.4250784,-3.633337,9.545139,-2.9410646,2.4362514,1.9947804,1337.1653,823.8119,414.27032,193.22061,133.6319,171.42763,107.00304,100.90501,103.60408,80.60195,74.62041,80.11866,53.288246,0.37698767,0.083789505,2174.160494,570461.9655,2281.058761,206870.9963,4348.073708,2578226.801,0.102564384,0.002366501,0.2042707,0.001919537,9.296834,2328.4797,20.60552025,17.77937459,0.04969031,0.018024957,-0.000155243,0.02958724,-0.001324828,0.005626561
country_00004,country,29.99582766,117.4538352,-20.78135,62.950428,2.3044403,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.435297,9.372202,-0.40415794,7.5194154,-0.98427397,381.67404,156.56827,161.45715,93.19163,62.151752,115.17589,69.03253,72.264435,52.18912,55.30789,52.405174,41.743782,43.462444,0.3827643,0.08182912,2966.157159,192924.1703,2848.123495,74499.59201,6349.419939,1179561.177,0.124161003,0.001262568,0.2093933,0.00080522,9.443888,2464.272,18.68112385,15.29401079,0.013780051,0.014203671,-0.000107478,0.03251852,-0.001391332,0.004017231
country_00005,country,30,129.1992188,-24.692423,62.388386,-7.7689857,28.530289,10.947266,5.6092887,0.032920875,13.834209,3.0137303,9.866081,0.81874436,5.8707213,-1.2669297,756.0686,253.85445,233.49553,132.34767,80.79886,86.28645,66.92443,67.92384,65.35636,95.01069,69.237885,57.308945,61.29837,0.41735208,0.08277715,2926.865766,277618.0528,2736.268565,73995.35364,6172.429343,1170841.84,0.1364508,0.002245333,0.20384075,0.001457509,8.811134,2670.3015,18.46820948,16.96559925,0.017287093,0.005882304,-0.000118898,0.028884815,-0.001250811,0.004952145
country_00006,country,30,112.3471467,-23.14604,71.355415,1.3973157,24.474508,16.34997,4.5169725,-3.9798617,18.038275,-3.358467,2.474037,2.9799597,0.8368246,-1.1464859,592.4549,429.33377,273.27902,136.78217,155.82019,128.38634,78.80948,66.5552,70.74507,58.229633,48.431805,44.75266,58.74712,0.42083368,0.07963043,2800.214423,421154.5247,2773.173156,107047.2368,6004.497025,1988143.694,0.128437243,0.002807551,0.21448013,0.001590664,10.010207,2984.8745,18.94321834,16.13141336,0.002395761,0.009112643,-0.000132534,0.03092636,-0.001292937,0.006420993
country_00007,country,29.98185941,103.359375,-20.81746,64.90752,6.7671013,26.357126,11.665423,13.185629,-1.9791067,8.582197,0.4728952,7.441096,-0.41490942,6.945586,3.6606066,803.5951,336.9937,193.94774,114.97886,95.302284,66.47628,87.22188,57.27099,53.58169,59.18075,55.206753,45.887993,41.3293,0.42144912,0.08228461,2898.787368,377335.3038,2878.966165,95168.91761,6400.052966,1407862.603,0.112935825,0.001784154,0.24406008,0.000649835,12.995086,6079.825,19.47225445,17.84975613,-0.030801894,0.026796114,-9.19E-05,0.048062038,-0.001284386,0.004455587
country_00008,country,30,129.1992188,-19.72382,76.66849,-4.8497195,32.24758,7.6701546,17.224527,-1.4669178,9.143321,2.7177043,9.111842,-2.6976073,7.5035057,0.33303124,524.5238,369.38086,158.29825,153.5803,120.22071,125.534325,60.55662,55.2732,94.42163,81.84391,62.59008,85.20269,57.889477,0.35535052,0.08301552,2506.169376,283110.5136,2573.515128,119219.9315,5478.79187,1423561.759,0.104739729,0.001186917,0.27419725,0.001027616,16.447243,7601.156,20.42201515,17.91708785,0.022460807,0.028970906,-5.47E-05,0.0623185,-0.001297257,0.004307546
country_00009,country,30,123.046875,12.163201,58.97738,0.91886264,26.749126,9.254704,3.5763056,1.5831512,8.648173,0.9710414,11.627411,-2.1597261,1.1948514,0.47236934,190.95026,144.17577,182.74976,118.49638,75.630615,86.30579,68.64127,51.142918,61.401993,45.165665,44.18353,39.914753,39.238976,0.42975277,0.07383339,3191.484577,178081.1495,2948.097883,68736.08827,6926.349784,867729.2083,0.15687887,0.001609284,0.23653284,0.001345065,11.677838,3244.5684,18.09185087,13.36892826,0.01630889,0.00528705,-8.62E-05,0.033844545,-0.001574067,0.007393724
country_00010,country,30,123.046875,-197.73268,106.509026,-4.4345407,37.64394,-0.8606558,-0.9555023,-3.4480147,-0.05124232,-9.299326,-5.1646576,-4.2450776,-3.5471113,-1.3499808,4253.022,936.90265,578.2209,319.48483,299.17963,161.30502,145.72736,90.334465,152.17616,154.20839,98.649,95.446365,75.2371,0.29136452,0.09192656,1861.184984,557770.7965,2127.180214,137375.7193,3768.960543,2003795.028,0.076511253,0.002441626,0.07468149,0.001119826,1.4897869,93.01994,19.5970944,18.52358669,0.063035821,0.016819528,7.29E-08,0.004970369,-4.79E-06,0.000676323
country_00011,country,30,112.3471467,-199.09448,61.186787,9.970173,23.455229,10.266042,0.021369107,8.005175,1.1249682,-4.8876796,9.501938,-6.344292,3.8612273,1.6283537,5353.6426,1408.0417,549.4111,240.23375,229.91704,177.81088,162.2145,131.78748,120.29158,126.73244,88.35601,109.359085,97.81478,0.3009386,0.09455845,2838.203352,1279024.521,2798.400071,201693.9887,6046.530104,4012644.526,0.110105154,0.009107485,0.07848472,0.001825006,1.6095606,161.34763,21.38641911,26.74147232,0.014581327,0.036346829,1.32E-06,0.006378062,-4.58E-06,0.000749062
country_00012,country,30,89.10290948,-141.0231,123.89308,-2.4948008,27.972536,0.012813414,1.216624,-11.020722,-1.3764037,-7.020709,-6.118951,-5.1924863,-2.168428,-4.5938888,1977.2037,1157.4556,335.83505,220.0579,202.91856,82.24081,120.881226,99.968445,67.0626,67.04834,100.88979,57.252316,54.964546,0.29649943,0.09001072,1667.862624,469402.5293,2053.19172,279194.3512,3440.695861,2768331.551,0.06406764,0.001105455,0.12687828,0.001974913,4.1588078,623.6227,19.30926682,19.56946699,0.063759904,0.017619721,9.00E-07,0.011902354,-5.17E-06,0.002407789
country_00013,country,30,129.1992188,-126.18547,77.63614,3.1659162,19.95085,10.833183,0.7266966,5.217696,-0.49295205,-0.999363,5.3890133,-3.735502,-3.5004709,-5.3318467,2083.1301,537.9038,349.1354,106.44959,173.016,103.88798,90.977745,78.62636,78.009766,87.13196,54.580605,46.19344,49.78138,0.36810315,0.08634788,2812.414612,523075.2749,2842.082596,175334.9989,6062.846672,2829816.203,0.129564976,0.00238521,0.080029346,0.001111727,1.4918419,125.03228,18.68514019,20.2140659,-0.002445489,0.009076242,2.68E-07,0.00377995,-6.38E-06,0.001944955
country_00014,country,30,135.9991776,-124.6331,72.52177,16.71368,18.248219,12.224788,8.088155,7.982229,-0.5219015,2.3674657,-0.564361,-5.5733914,0.53877294,-5.067154,2334.4248,592.88196,310.00446,180.22217,120.912415,79.98153,66.853836,61.113403,75.73053,58.208424,49.370327,61.05137,61.546257,0.36476815,0.08817141,2951.948678,966904.8313,3036.206123,125492.8996,6568.843612,2666857.578,0.124742254,0.006666184,0.09264681,0.001049181,2.0628953,156.07513,18.99956369,21.18129278,-0.003194742,0.006764964,-1.76E-06,0.004453066,-7.16E-06,0.002599407
country_00015,country,30,151.9990809,-116.17638,111.72995,-5.2455125,33.995697,-12.458564,4.2506166,-14.428153,8.494949,-8.19823,-1.3456503,-12.559846,-5.005492,-2.1499321,2439.9226,829.6245,328.4092,98.11094,109.32244,54.306065,68.4306,86.40181,94.81343,52.12534,37.981205,41.489674,33.180584,0.37969851,0.0795917,1959.337324,356194.7297,2147.103397,102979.5972,4208.891216,1555013.907,0.094266248,0.002194959,0.104739495,0.000667908,2.5638692,109.41423,18.73760895,21.95386138,-0.005212409,0.013751329,2.51E-06,0.006885147,-2.87E-06,0.001616995
country_00016,country,30,107.6660156,-210.17332,139.61768,-16.979992,58.003017,-9.654812,-1.9645078,-18.001234,-8.207505,-11.778446,-7.882443,0.6071055,-9.965226,-6.466774,3339.943,820.08435,805.8026,204.46178,233.16179,82.94442,90.44345,61.06988,76.26462,56.419094,97.17385,43.454067,38.931587,0.32257736,0.088199206,1425.808985,232106.8724,1648.614823,109833.4202,2880.507582,1361242.348,0.060173861,0.000589012,0.07976905,0.000755966,1.6093185,82.55832,19.59447647,21.77723078,-0.007291751,0.018977232,-1.49E-06,0.004732547,-7.45E-06,0.000895325
country_00017,country,30,89.10290948,-171.339,137.35457,7.9645786,28.539564,2.708197,-0.5015101,-2.9561005,-1.159342,-6.1596603,-2.4005287,-5.853389,-2.1666093,-5.3437123,3326.6143,1054.4772,128.93564,92.923965,144.49857,59.891666,34.54522,66.41731,55.74567,63.40493,51.597202,43.7439,35.863064,0.35718656,0.08068068,1469.78495,284052.0072,1959.987665,199403.2585,2966.873726,1852950.167,0.063856001,0.000816494,0.08870292,0.000346225,1.8928667,70.64839,18.74961562,19.40046831,0.011643443,0.013899319,-2.63E-07,0.005028035,-1.06E-05,0.001010303
country_00018,country,30,86.1328125,-131.14856,102.99637,-11.533306,17.73964,16.962389,4.435607,1.2965348,3.4184597,-1.4990547,1.6171722,-7.983499,-0.82497555,-8.876752,1983.721,535.771,333.41138,163.30585,160.40407,139.56122,118.67409,79.3162,65.84505,89.73054,56.749825,67.217384,56.21899,0.3699392,0.08259724,2068.772764,342603.4672,2370.019442,143945.3499,4098.033553,2055683.063,0.095610533,0.001627457,0.09677969,0.001011285,2.182361,135.30861,19.8209264,16.22438387,0.039029356,0.016477068,-4.66E-06,0.00626879,-2.05E-06,0.001650384
country_00019,country,30,123.046875,-256.06357,163.10162,-22.872879,26.93337,15.301942,-3.50522,4.2170873,-0.79301673,-9.463185,1.7569615,-4.4230623,-3.6401737,-4.2523346,5265.5903,873.96094,726.3227,378.63565,244.1856,160.89302,162.49654,99.26391,86.38234,60.954224,61.125713,49.28833,51.139175,0.31574336,0.09330734,1138.67029,161816.1633,1462.045442,75154.51596,2117.470529,687379.9684,0.050959631,0.001011476,0.08205686,0.003189381,2.1668868,337.19583,20.38203021,25.8393219,0.053687746,0.024884201,2.44E-06,0.007749003,-3.30E-06,0.000824317
country_00020,country,30,103.359375,-161.09123,74.70691,22.421598,46.01199,5.2690363,25.11239,-0.5864293,10.375498,-6.830219,5.0498123,-0.76978654,1.4022418,-6.0112886,5323.4785,1365.1587,258.49792,393.12375,230.76408,111.91912,128.86409,77.0398,123.77433,132.90053,50.42174,73.80363,67.9876,0.36554465,0.08590857,2409.267879,1069856.437,2533.230941,153608.0194,5215.735128,3286878.035,0.086858129,0.005420688,0.10520261,0.000990125,2.574505,187.86525,19.98700141,18.86121107,-0.01999079,0.032239982,-8.82E-06,0.008810179,-3.91E-06,0.001381609
country_00021,country,30,107.6660156,-209.38939,167.1398,-20.865452,36.817654,10.305034,3.9740636,-5.6623545,-4.6380916,-6.2379713,-4.1778646,-6.688475,-3.2634768,-7.967006,2704.744,467.10605,340.39877,321.82736,299.16394,124.88166,154.60732,104.60634,104.96551,85.54925,87.324814,52.58358,55.59584,0.28894132,0.091171846,1043.973711,103117.416,1393.023732,51528.15516,1945.038239,557030.6331,0.04559534,0.000385074,0.1098368,0.001674917,3.1882758,357.58313,20.30618438,23.16837094,0.020130369,0.017312896,-1.66E-06,0.009393265,-7.09E-06,0.001507339
